Name,Target
nepicr,1
prince,1
prince,1
PRINCE,1
prince,1
PREM,1
mrep,1
mepr,1
epmr,1
ermp,1
aadnn,1
daann,1
ANAND,1
ANAND,1
nadna,1
iatvak,0
kavita,0
KAVITA,0
ativak,0
kavita,0
rtua,0
rtua,0
utra,0
ruta,0
ruta,0
urit,0
uirt,0
ritu,0
RITU,0
RITU,0
swamini,0
swamini,0
SWAMINI,0
swamini,0
awsiimn,0
bkaraamid,0
KADAMBARI,0
KADAMBARI,0
baadakrmi,0
kadambari,0
apraniky,0
irnapyak,0
yiakrnpa,0
aapiknyr,0
irakpany,0
champa,0
champa,0
mchpaa,0
amhacp,0
CHAMPA,0
ashu,0
sauh,0
ASHU,0
ashu,0
aush,0
monika,0
iamokn,0
amkion,0
nokaim,0
amkino,0
tkkei,0
ketki,0
kietk,0
kketi,0
ikekt,0
nihar,1
nihar,1
NIHAR,1
ianrh,1
nriha,1
unnamah,1
hanuman,1
hnnmaua,1
hanuman,1
HANUMAN,1
aurindh,1
anirudh,1
iuhnrad,1
ANIRUDH,1
riuadnh,1
aihsl,1
SAHIL,1
SAHIL,1
SAHIL,1
sahil,1
REET,1
reet,1
REET,1
REET,1
reet,1
riay,0
yria,0
riya,0
riya,0
yira,0
isdehn,1
DINESH,1
shnedi,1
sheidn,1
hedsin,1
mhskeu,1
mseuhk,1
mukesh,1
mhesuk,1
mukesh,1
nhsliae,1
NILESHA,1
nlesiha,1
ihalsne,1
liehans,1
nsguialgb,1
sbgnalgiu,1
GULABSING,1
iasngublg,1
GULABSING,1
enlae,0
aelne,0
neeal,0
nelae,0
leena,0
vertaj,1
etarvj,1
vrjaet,1
vertaj,1
VERTAJ,1
SIDDHESH,1
siddhesh,1
edidshhs,1
SIDDHESH,1
hsddsehi,1
hddrii,0
riddhi,0
ddrihi,0
dhriid,0
riddhi,0
ddhisi,0
shidid,0
SIDDHI,0
shdidi,0
SIDDHI,0
ruchita,0
ruchita,0
RUCHITA,0
RUCHITA,0
ruchita,0
atyasm,1
syaatm,1
sytmaa,1
SATYAM,1
astmya,1
PRAGNESH,1
ghpenars,1
pragnesh,1
pragnesh,1
npsaehrg,1
jgesnih,1
jignesh,1
JIGNESH,1
sejgnhi,1
jngheis,1
gmula,1
malug,1
gulam,1
mluag,1
lgaum,1
SHIV,1
vhis,1
vhsi,1
shiv,1
hsiv,1
DEEP,1
eped,1
pdee,1
peed,1
peed,1
hivsam,1
asivmh,1
SHIVAM,1
hisavm,1
SHIVAM,1
parth,1
tprha,1
ptarh,1
rtahp,1
haptr,1
amahrd,1
DHARAM,1
DHARAM,1
dharam,1
DHARAM,1
uhsabr,1
SAURBH,1
SAURBH,1
saurbh,1
hrsuba,1
pnakja,1
nkpaaj,1
pankaj,1
pknaaj,1
apkanj,1
hriets,1
RITESH,1
RITESH,1
ritesh,1
RITESH,1
SUMIT,1
SUMIT,1
itums,1
SUMIT,1
imust,1
vveki,1
vivek,1
vveik,1
ivkev,1
VIVEK,1
tejas,1
sejat,1
staje,1
jeast,1
esajt,1
tksahar,1
SARTHAK,1
atrhska,1
taraskh,1
sarthak,1
epetri,0
eeprti,0
ipeter,0
preeti,0
PREETI,0
thimma,1
hmmati,1
iatmmh,1
imtham,1
imamht,1
nhila,0
ilnha,0
hanil,0
lianh,0
alnhi,0
atharva,1
ATHARVA,1
atharva,1
hrtaava,1
vtraaah,1
SARVESH,1
rsashve,1
rvsehsa,1
sarvesh,1
SARVESH,1
pratik,1
trpika,1
PRATIK,1
pratik,1
aipktr,1
tmynaa,1
ymaatn,1
yatnam,1
ymtana,1
atmnay,1
sanjiv,1
SANJIV,1
insavj,1
jvisan,1
SANJIV,1
mnpoao,0
poonam,0
pnooma,0
aponmo,0
poonam,0
soumya,0
soumya,0
soumya,0
smyuao,0
umaoys,0
rushikesh,1
RUSHIKESH,1
RUSHIKESH,1
uhhiksers,1
uksrshihe,1
hinits,1
htniis,1
NISHIT,1
stihni,1
nishit,1
rpiya,0
priya,0
aipry,0
riyap,0
aripy,0
shashank,1
haasnkhs,1
SHASHANK,1
ansakshh,1
shashank,1
oboat,0
tooba,0
otoba,0
btoao,0
ooabt,0
byur,0
RUBY,0
RUBY,0
ruby,0
RUBY,0
PURVI,0
PURVI,0
PURVI,0
purvi,0
purvi,0
etseahl,0
sheetal,0
SHEETAL,0
lasehet,0
tselhae,0
ahhdsershd,1
shraddhesh,1
rsdsehhadh,1
SHRADDHESH,1
hsdasrhehd,1
kalyani,0
KALYANI,0
alyanik,0
kalyani,0
KALYANI,0
heet,1
ehet,1
heet,1
heet,1
ethe,1
here,0
heer,0
HEER,0
eher,0
hree,0
anushri,0
uarnhis,0
nasuhir,0
ANUSHRI,0
rasihun,0
rame,0
ERAM,0
rmea,0
earm,0
rame,0
sanket,1
sanket,1
ksaetn,1
aestnk,1
sanket,1
dursih,1
ihsudr,1
SUDHIR,1
SUDHIR,1
SUDHIR,1
knhaaasa,0
AAKANSHA,0
hanaaksa,0
aakansha,0
AAKANSHA,0
JASH,1
ajsh,1
jash,1
hsaj,1
JASH,1
SAYANDIP,1
SAYANDIP,1
ipnyasda,1
sayandip,1
SAYANDIP,1
faikha,0
FAIKHA,0
fakaih,0
iakafh,0
faikha,0
jitesh,1
sthjie,1
JITESH,1
jitesh,1
eisjht,1
anshul,1
anshul,1
uasnhl,1
anshul,1
ANSHUL,1
SUMEDH,1
sumedh,1
SUMEDH,1
husdem,1
semhdu,1
tyahstra,1
syrtahta,1
SATYARTH,1
SATYARTH,1
raytsaht,1
deepa,0
epdea,0
DEEPA,0
deeap,0
DEEPA,0
HARSHA,0
hhrsaa,0
hahasr,0
harsha,0
HARSHA,0
HARSH,1
harsh,1
harsh,1
shrha,1
hhsar,1
kharsmi,0
sakhmri,0
miashkr,0
rksmiha,0
krishma,0
istava,0
SAVITA,0
SAVITA,0
avtasi,0
tvaais,0
RAJAN,1
ajnar,1
ajarn,1
aarjn,1
rajan,1
puonor,0
ronoup,0
uoropn,0
NOOPUR,0
pnroou,0
yashu,1
AYUSH,1
AYUSH,1
ysuah,1
yashu,1
kriti,0
ikirt,0
triik,0
riikt,0
kriit,0
nikita,0
tknaii,0
nikita,0
tianki,0
iiaknt,0
shukm,0
MUSHK,0
MUSHK,0
mushk,0
hkusm,0
RAKHI,0
akrih,0
RAKHI,0
RAKHI,0
kaihr,0
MAMTA,0
amamt,0
mamta,0
taamm,0
mamta,0
ADARSH,1
adarsh,1
adarsh,1
ashadr,1
srahad,1
ishan,1
ISHAN,1
nhsai,1
nhisa,1
ISHAN,1
JANKI,0
njaik,0
janki,0
kajin,0
nkjia,0
tnsehi,1
iehtsn,1
iethsn,1
NITESH,1
NITESH,1
SOHINI,0
onsiih,0
nisohi,0
SOHINI,0
SOHINI,0
irunk,0
rkiun,0
nrkui,0
uikrn,0
rinku,0
olyd,0
oyld,0
ydlo,0
doly,0
dyol,0
pavan,1
anapv,1
vnaap,1
npvaa,1
naavp,1
vtaus,1
uavts,1
uvtas,1
utsav,1
UTSAV,1
dmuhraa,0
rdmuaah,0
mahrdau,0
hudrmaa,0
madhura,0
swati,0
istwa,0
asiwt,0
tawis,0
swati,0
enirv,1
enrvi,1
rnive,1
VIREN,1
VIREN,1
AMITA,1
taiam,1
amita,1
amita,1
amiat,1
aneer,0
REENA,0
neear,0
renea,0
REENA,0
nimesh,1
nimesh,1
semihn,1
nimesh,1
eihnsm,1
lliapva,0
pallavi,0
vlaaipl,0
pvialla,0
pallavi,0
heasrymu,1
yamusreh,1
mayuresh,1
mresyahu,1
mayuresh,1
DIMPAL,0
dmpial,0
pmlaid,0
dimpal,0
ipmdla,0
haials,0
slaiah,0
ALISHA,0
aihlas,0
iaalsh,0
dzai,1
ZAID,1
zaid,1
zaid,1
idaz,1
bimash,0
misbah,0
sbmhia,0
misbah,0
misbah,0
JINAL,0
jinal,0
alijn,0
JINAL,0
JINAL,0
nilam,0
imaln,0
nalim,0
nilam,0
nilam,0
rhuic,0
RUCHI,0
RUCHI,0
irhcu,0
hcuri,0
jra,1
RAJ,1
raj,1
ajr,1
raj,1
husa,0
huas,0
USHA,0
asuh,0
hasu,0
OMKAR,1
omkar,1
omkar,1
OMKAR,1
OMKAR,1
LALITA,0
lltaia,0
lalita,0
ailtla,0
lalita,0
seema,0
seame,0
mesea,0
seema,0
seema,0
MAHESH,1
MAHESH,1
MAHESH,1
eashmh,1
mahesh,1
inrhiso,0
sinriho,0
oihrnis,0
ROSHINI,0
roshini,0
aeget,0
geeta,0
geeta,0
gteea,0
etega,0
naerrnad,1
narendra,1
nrrdaena,1
nearandr,1
narendra,1
ezhnas,1
SHENAZ,1
shenaz,1
SHENAZ,1
shenaz,1
KAUSTUBH,1
kaustubh,1
kaustubh,1
huuastkb,1
kaustubh,1
juaan,0
janau,0
anuja,0
ANUJA,0
anuja,0
KIRAN,0
nkiar,0
kiran,0
arnki,0
KIRAN,0
rajni,0
ianrj,0
RAJNI,0
airnj,0
RAJNI,0
avran,1
rvaan,1
avnra,1
anrav,1
aarnv,1
aakpl,0
palak,0
palak,0
PALAK,0
PALAK,0
aamkl,0
KAMLA,0
KAMLA,0
KAMLA,0
kamla,0
noor,0
onor,0
noor,0
roon,0
onro,0
jraso,0
saroj,0
josra,0
saroj,0
sorja,0
dipika,0
aiidpk,0
dipika,0
dipika,0
DIPIKA,0
shivam,1
svhmia,1
vmshia,1
SHIVAM,1
mhasvi,1
mnirak,1
miarnk,1
RAMNIK,1
ramnik,1
nikmra,1
adpeek,1
kapede,1
DEEPAK,1
pedkae,1
DEEPAK,1
manoj,1
manoj,1
ojnma,1
mjnao,1
oajnm,1
masnuahn,1
ANSHUMAN,1
ANSHUMAN,1
uhsnmana,1
ANSHUMAN,1
SHAILESH,1
heislahs,1
shailesh,1
hsilshae,1
sshhleia,1
mrniaa,0
maarin,0
namira,0
NAMIRA,0
maarni,0
ejhars,1
hejasr,1
rajesh,1
rajesh,1
hesajr,1
hjui,0
JUHI,0
jihu,0
juhi,0
juhi,0
virti,0
virti,0
irtvi,0
vitir,0
tiirv,0
raavi,0
raavi,0
raavi,0
raavi,0
aravi,0
RAVI,1
ravi,1
RAVI,1
RAVI,1
RAVI,1
msahni,1
ihamsn,1
aishnm,1
manish,1
nhsima,1
sunita,0
stauin,0
SUNITA,0
SUNITA,0
nsiuat,0
shayiv,0
YASHVI,0
hvsaiy,0
yashvi,0
aisvhy,0
div,1
div,1
ivd,1
DIV,1
vdi,1
taral,1
TARAL,1
taral,1
taral,1
aalrt,1
zarsraf,1
SARFARZ,1
fazrrsa,1
rrsaazf,1
SARFARZ,1
lai,1
lai,1
lai,1
ali,1
lia,1
lrhau,1
hulra,1
rahul,1
ualrh,1
RAHUL,1
yogita,0
oatygi,0
iatoyg,0
ygatoi,0
iaytgo,0
raejdnar,1
derjaran,1
rreajnad,1
neadajrr,1
edrranja,1
DEVKI,0
devki,0
DEVKI,0
DEVKI,0
DEVKI,0
durag,0
durga,0
rdgau,0
adgru,0
durga,0
SONYA,0
yonsa,0
sonya,0
sonya,0
sonya,0
uanrib,0
rubina,0
RUBINA,0
rubina,0
rubina,0
setgaean,0
eaagsten,0
sangeeta,0
SANGEETA,0
sangeeta,0
NISHA,0
NISHA,0
nisha,0
nisha,0
NISHA,0
nishant,1
hsatnni,1
anstihn,1
NISHANT,1
nstahin,1
sita,1
SITA,1
sita,1
iats,1
sait,1
admnreha,1
mahendra,1
mahendra,1
MAHENDRA,1
MAHENDRA,1
anchis,1
ahsnci,1
snicah,1
csainh,1
SACHIN,1
arrdnvai,1
ravindra,1
ravindra,1
ravindra,1
riaavrdn,1
ambati,1
AMBATI,1
aaibtm,1
ambati,1
maabit,1
hiomn,1
hinmo,1
ominh,1
MOHIN,1
hnmoi,1
virat,1
VIRAT,1
tivar,1
itvar,1
rativ,1
RUTURAJ,1
ruturaj,1
ruturaj,1
utaujrr,1
atruruj,1
wbthaai,0
ahwibat,0
bhawati,0
hbwiata,0
bhawati,0
rapdas,1
aprads,1
dsraap,1
pdraas,1
asdapr,1
pinkesh,1
PINKESH,1
PINKESH,1
pinkesh,1
isnphek,1
iitnn,1
NITIN,1
tnini,1
NITIN,1
NITIN,1
eteh,1
htee,1
heet,1
tehe,1
HEET,1
zeel,1
leez,1
zeel,1
ZEEL,1
ezel,1
rakesh,1
rakesh,1
kresah,1
erhska,1
asekrh,1
skatah,1
AKSHAT,1
ksatha,1
akshat,1
hsaakt,1
akshita,0
AKSHITA,0
aahikst,0
akshita,0
thaisak,0
hskaat,0
AKSHTA,0
sthaak,0
akshta,0
taashk,0
korna,1
RONAK,1
ronak,1
ranko,1
RONAK,1
rinkesh,1
RINKESH,1
RINKESH,1
ernshki,1
RINKESH,1
anvhs,1
shanv,1
nhsav,1
vnash,1
vansh,1
saevndh,1
vneadhs,1
DEVANSH,1
DEVANSH,1
DEVANSH,1
devanshi,0
DEVANSHI,0
devanshi,0
nehsadvi,0
idshvnea,0
PRITESH,1
pitrshe,1
PRITESH,1
hstipre,1
stprieh,1
ramesh,1
hsarem,1
amserh,1
hsmare,1
ramesh,1
nhauavb,1
uhvabna,1
ahabvun,1
ahvnuab,1
ANUBHAV,1
lkhso,1
SHLOK,1
lkosh,1
SHLOK,1
shlok,1
sahlok,0
kholas,0
kalhos,0
kshloa,0
SHLOKA,0
AMAIRA,0
imaraa,0
amaair,0
AMAIRA,0
AMAIRA,0
nvya,0
nvya,0
yavn,0
nyav,0
NVYA,0
dnoiv,1
VINOD,1
VINOD,1
VINOD,1
odnvi,1
ugdu,0
ugdu,0
gduu,0
DUGU,0
gduu,0
tarjan,1
rtanaj,1
arjatn,1
TARJAN,1
TARJAN,1
DELSI,0
DELSI,0
esdli,0
delsi,0
disel,0
daisy,0
daisy,0
ysiad,0
DAISY,0
daisy,0
agrce,0
egarc,0
GRACE,0
GRACE,0
rcega,0
charmi,0
amrhci,0
hcimra,0
crhmia,0
hricam,0
vipul,1
vlupi,1
vipul,1
ipvul,1
VIPUL,1
veer,1
veer,1
VEER,1
veer,1
rvee,1
VIPIN,1
pivin,1
vinpi,1
VIPIN,1
ivpni,1
NAYAN,1
annay,1
nyaan,1
anany,1
anayn,1
ajint,1
ijnat,1
jatin,1
ajtin,1
JATIN,1
shadab,1
adsbah,1
SHADAB,1
shadab,1
SHADAB,1
rabik,1
rabki,1
arikb,1
kirab,1
ibark,1
farhan,1
anrfah,1
farhan,1
FARHAN,1
farhan,1
ibars,1
iasrb,1
sabir,1
iarsb,1
SABIR,1
isihr,1
hisri,1
rishi,1
rishi,1
rsiih,1
virendra,1
virendra,1
radienrv,1
virendra,1
VIRENDRA,1
isdha,0
shida,0
DISHA,0
shdai,0
sdahi,0
saiilfa,0
saifali,0
aialfsi,0
iasfila,0
ailsafi,0
ldaihsr,1
ihadslr,1
darshil,1
sharldi,1
riasldh,1
RUTAVA,0
rutava,0
rutava,0
rutava,0
auvtar,0
tripti,0
tripti,0
itript,0
tripti,0
tripti,0
trupti,0
TRUPTI,0
ptitru,0
trupti,0
trupti,0
parltu,1
turpal,1
TRUPAL,1
turpal,1
trupal,1
halese,0
SHEELA,0
sheela,0
SHEELA,0
seheal,0
sihska,0
akhsis,0
skshia,0
SAKSHI,0
sakish,0
aktpli,1
kalpit,1
laipkt,1
kalpit,1
KALPIT,1
hinsam,0
ashmin,0
ashmin,0
asmhni,0
ashmin,0
gulshan,1
gulshan,1
GULSHAN,1
gulshan,1
gulshan,1
PARVEEN,1
penaerv,1
parveen,1
PARVEEN,1
PARVEEN,1
onrkam,1
rmnaok,1
MONARK,1
MONARK,1
MONARK,1
jitendra,1
jitendra,1
netdiraj,1
tdanreji,1
jitendra,1
fafai,0
aiaff,0
afiaf,0
iffaa,0
ifaaf,0
AKHSITA,0
AKHSITA,0
aihksat,0
taskhia,0
AKHSITA,0
ujra,0
urja,0
aruj,0
aurj,0
rjau,0
bhumi,0
iubmh,0
ibhmu,0
iumhb,0
biuhm,0
SIMMY,0
isymm,0
msmiy,0
simmy,0
SIMMY,0
chahat,0
tahcha,0
haathc,0
CHAHAT,0
hhatac,0
radhahasvn,0
DHANVARSHA,0
dhanvarsha,0
DHANVARSHA,0
dhanvarsha,0
SANDHYA,0
sandhya,0
SANDHYA,0
SANDHYA,0
ydnhaas,0
shrdheuv,1
sderhuvh,1
dhruvesh,1
svrhuehd,1
hvuedhsr,1
pergeud,1
gurdeep,1
dgupere,1
GURDEEP,1
gurdeep,1
arnuj,0
ranju,0
RANJU,0
rjaun,0
ranju,0
akte,0
etka,0
EKTA,0
keta,0
ekta,0
PAYAL,0
plyaa,0
payal,0
payal,0
yaalp,0
moafr,0
foram,0
FORAM,0
froam,0
amfor,0
sonya,0
SONYA,0
sonya,0
snoya,0
aonsy,0
VIMLA,0
imlav,0
vimla,0
vimla,0
mailv,0
unams,0
suman,0
SUMAN,0
suman,0
nmsau,0
DIPAL,0
DIPAL,0
dipal,0
dipal,0
lpadi,0
rsmtaai,1
artmasi,1
SITARAM,1
isatmra,1
aimstra,1
nkipi,0
ipkin,0
PINKI,0
PINKI,0
PINKI,0
het,1
eth,1
eth,1
eth,1
het,1
nuipk,1
pinku,1
PINKU,1
kpniu,1
PINKU,1
HONEY,0
honye,0
oheyn,0
HONEY,0
HONEY,0
ibjas,1
JASBI,1
sbija,1
bsaji,1
bsjia,1
MADHVI,0
madhvi,0
MADHVI,0
iahmdv,0
MADHVI,0
RUKSANA,0
ruksana,0
RUKSANA,0
ruksana,0
ruksana,0
om,1
OM,1
OM,1
mo,1
om,1
DIXIT,1
tiixd,1
itdxi,1
DIXIT,1
DIXIT,1
DIXITA,0
DIXITA,0
tiadix,0
xidiat,0
dixita,0
rinob,1
robin,1
ROBIN,1
rnbio,1
ROBIN,1
diekv,0
vekdi,0
ikved,0
ivekd,0
DEVKI,0
PRIYANSHI,0
piisrnhay,0
niahryspi,0
spryiianh,0
priyanshi,0
aditya,1
tdyiaa,1
iaytda,1
ADITYA,1
yiaatd,1
rasmhi,0
rahims,0
RASHMI,0
RASHMI,0
hiasmr,0
mnnaa,1
MANAN,1
annam,1
nanam,1
nmnaa,1
hhdasi,1
SHAHID,1
shahid,1
daihsh,1
isahdh,1
nvanad,0
VANDNA,0
naadnv,0
vandna,0
naadnv,0
farida,0
FARIDA,0
adrafi,0
FARIDA,0
farida,0
ihuisnas,0
snshiuai,0
suhasini,0
siianhus,0
SUHASINI,0
ASHA,0
hasa,0
ahsa,0
saah,0
ASHA,0
sharmila,0
sharmila,0
sharmila,0
amraishl,0
SHARMILA,0
iahn,0
HINA,0
hina,0
nahi,0
hina,0
GUTAM,1
agmtu,1
tmaug,1
GUTAM,1
mtuga,1
jaainm,1
aamjni,1
miaajn,1
aanjim,1
jmaain,1
mox,1
MOX,1
mxo,1
xom,1
mxo,1
DURGESH,1
hgrdeus,1
gesduhr,1
durgesh,1
DURGESH,1
herjibs,1
brijesh,1
jishbre,1
BRIJESH,1
brijesh,1
sprash,1
psarsh,1
SPRASH,1
sprash,1
sshapr,1
iutnp,1
PUNIT,1
tuinp,1
PUNIT,1
tiupn,1
tmiugr,1
gurmit,1
irmgut,1
rutmig,1
gtrmiu,1
epturger,1
GURPREET,1
rgueertp,1
GURPREET,1
erpegtru,1
SIDDHU,1
SIDDHU,1
SIDDHU,1
siddhu,1
diushd,1
adhmar,1
dharam,1
raadhm,1
ahrdam,1
DHARAM,1
KEJRIVAL,1
KEJRIVAL,1
lkjrieva,1
lrakjiev,1
kejrival,1
iamrtp,1
rtpmia,1
PRITAM,1
ratpmi,1
pritam,1
rdndevie,1
dnedvier,1
devinder,1
devinder,1
devinder,1
namar,1
raman,1
aranm,1
rnmaa,1
RAMAN,1
GAJENDRA,1
adrgnaje,1
jadrnega,1
rajdgane,1
GAJENDRA,1
atullah,1
aahtull,1
ATULLAH,1
aulahtl,1
atullah,1
eltaham,0
HEMLATA,0
htlaaem,0
hemlata,0
hemlata,0
rihana,0
anhrai,0
RIHANA,0
ahnrai,0
rihnaa,0
DEEPA,0
deepa,0
DEEPA,0
eadep,0
DEEPA,0
daipil,0
idliap,0
liaipd,0
dipila,0
piilda,0
sabnam,0
sabnam,0
asnbam,0
aabmns,0
amanbs,0
juman,0
ANJUM,0
ANJUM,0
anjum,0
anjum,0
uskhatr,1
utkarsh,1
rhktasu,1
utkarsh,1
uartksh,1
ismna,0
asmni,0
smnai,0
MANSI,0
asmni,0
anabi,0
BAANI,0
BAANI,0
baani,0
aaibn,0
VAANI,0
VAANI,0
VAANI,0
VAANI,0
VAANI,0
nisab,0
siabn,0
BANSI,0
BANSI,0
BANSI,0
cnianth,1
chintan,1
CHINTAN,1
hctinan,1
nitachn,1
trusha,0
trusha,0
taruhs,0
thrsau,0
ahsrtu,0
PANTH,1
PANTH,1
pathn,1
panth,1
aphtn,1
hivnas,1
avnish,1
AVNISH,1
avnish,1
vnaish,1
sienj,0
jsine,0
jesin,0
JENSI,0
eijsn,0
snrei,0
reisn,0
RENSI,0
siren,0
RENSI,0
RAKSHIT,1
rhtsaik,1
rakshit,1
kisahtr,1
akithrs,1
nensi,0
nensi,0
NENSI,0
NENSI,0
senin,0
mansi,0
sinam,0
manis,0
isman,0
mansi,0
uhahsbm,1
SHUBHAM,1
shbuhma,1
SHUBHAM,1
shambhu,1
HENIL,1
lihne,1
nehil,1
henil,1
HENIL,1
itrki,0
kirti,0
iritk,0
kirti,0
KIRTI,0
alasvt,1
vatsal,1
VATSAL,1
altsav,1
vatsal,1
thsru,0
hsrtu,0
rhstu,0
shrut,0
SHRUT,0
dhruvin,1
dhruvin,1
dvihrun,1
drivhun,1
hdvruni,1
nataarm,0
aaarmtn,0
namrata,0
taarnam,0
aaanrtm,0
darshika,0
skaaihrd,0
DARSHIKA,0
darshika,0
dsrkaiha,0
larknu,1
KRUNAL,1
ulknar,1
lrukan,1
KRUNAL,1
hyeasr,0
hasery,0
SHREYA,0
SHREYA,0
ehysar,0
darshil,1
hslarid,1
DARSHIL,1
ildarhs,1
irhdasl,1
saarh,1
aarsh,1
aarsh,1
ahars,1
aarsh,1
bkiha,1
kbahi,1
abhik,1
abhik,1
ABHIK,1
romi,0
oimr,0
irom,0
ROMI,0
romi,0
auprth,0
hupatr,0
aruhtp,0
prutha,0
prutha,0
plisa,0
lipsa,0
alsip,0
laisp,0
LIPSA,0
nisadkh,0
hsdnkia,0
skhidna,0
naikhds,0
idskhan,0
iaahvn,0
nhavia,0
naahiv,0
iaanvh,0
vihana,0
nemil,1
eminl,1
inlem,1
NEMIL,1
NEMIL,1
krupali,0
rliaukp,0
plaurki,0
lirupka,0
krupali,0
DIPEN,1
DIPEN,1
ienpd,1
DIPEN,1
epdni,1
preksha,0
pkaeshr,0
PREKSHA,0
PREKSHA,0
PREKSHA,0
naishar,1
NAISHAR,1
nishraa,1
nishaar,1
ashianr,1
yehrs,1
SHREY,1
hersy,1
shrey,1
SHREY,1
jla,0
ajl,0
jla,0
JAL,0
alj,0
samir,1
mrais,1
samir,1
rsiam,1
samir,1
KEVAL,1
KEVAL,1
keval,1
keval,1
KEVAL,1
raiv,1
ariv,1
avir,1
ivar,1
RAVI,1
aaithsrk,0
rakshita,0
RAKSHITA,0
RAKSHITA,0
RAKSHITA,0
SHOBHA,0
SHOBHA,0
SHOBHA,0
SHOBHA,0
ohsbha,0
esatwh,0
SHWETA,0
SHWETA,0
haewts,0
swthae,0
iray,0
RIYA,0
riya,0
yria,0
riya,0
ain,0
nia,0
ain,0
nia,0
NIA,0
ishin,0
shiin,0
inhsi,0
SHINI,0
nsihi,0
DHARA,0
aadrh,0
hdraa,0
DHARA,0
rdaha,0
aurdnv,0
nrvdua,0
vnudar,0
vndaru,0
VRUNDA,0
yesha,0
YESHA,0
yesha,0
ehsya,0
yesha,0
trish,0
TRISH,0
TRISH,0
trish,0
trish,0
satish,1
SATISH,1
sshiat,1
itashs,1
ssaiht,1
laesj,0
SEJAL,0
eljas,0
jleas,0
sejal,0
ggiar,0
griag,0
gragi,0
airgg,0
gargi,0
fnile,1
finle,1
ilefn,1
FENIL,1
nlfie,1
tlaim,0
MITAL,0
mital,0
mital,0
aimlt,0
apajl,0
jalpa,0
JALPA,0
aajlp,0
JALPA,0
hiren,1
irhen,1
hiren,1
nheir,1
enrhi,1
niilra,0
nirali,0
NIRALI,0
anlrii,0
iarnli,0
apruva,1
apruva,1
APRUVA,1
uavrpa,1
aarupv,1
unso,1
ouns,1
nuos,1
nuso,1
soun,1
PURBI,0
purbi,0
purbi,0
uirbp,0
PURBI,0
lhasim,1
shamil,1
SHAMIL,1
alimsh,1
mlhisa,1
amisha,0
amisha,0
mhasia,0
ahaims,0
shaiam,0
uhasriv,0
URVISHA,0
rsiavhu,0
ushirav,0
avirhus,0
rsuvhu,1
uhvsru,1
rvsuuh,1
urvshu,1
URVUSH,1
atsew,0
SWETA,0
sweta,0
sweta,0
sweta,0
sntaaha,0
natasha,0
NATASHA,0
natasha,0
tnasaah,0
hteue,1
heetu,1
etehu,1
ethue,1
HEETU,1
tanvi,0
ivant,0
TANVI,0
tinav,0
TANVI,0
naina,0
naina,0
NAINA,0
naina,0
naina,0
dhaval,1
dhaval,1
DHAVAL,1
DHAVAL,1
DHAVAL,1
isvhirut,0
vutiirsh,0
VISHRUTI,0
ivihsurt,0
utvsirih,0
adaiyn,0
nadiya,0
nadiya,0
nadiya,0
nadiya,0
aatsh,0
atahs,0
taash,0
hasat,0
astah,0
chaya,0
CHAYA,0
chaya,0
ycaha,0
ayahc,0
aisalk,0
ikaals,0
kaslai,0
liaaks,0
SAKILA,0
dahra,0
radha,0
rhada,0
radha,0
RADHA,0
neha,0
aneh,0
hean,0
NEHA,0
neha,0
mrai,0
mira,0
MIRA,0
MIRA,0
mrai,0
swit,0
swti,0
swti,0
swti,0
swti,0
dhvani,0
DHVANI,0
dhvani,0
dhvani,0
idvnah,0
minal,0
minal,0
amiln,0
MINAL,0
limna,0
hivask,0
KASHVI,0
kashvi,0
kashvi,0
saikhv,0
amay,0
ayma,0
maya,0
myaa,0
ayam,0
kaliksha,0
kaliksha,0
kaliksha,0
KALIKSHA,0
kaliksha,0
iahnis,0
iiahsn,0
ISHANI,0
ISHANI,0
ishani,0
minok,1
monik,1
monik,1
knoim,1
mnkoi,1
aknwtil,0
twinkal,0
itlawkn,0
TWINKAL,0
twinkal,0
ajusrh,0
shruja,0
uhsjar,0
uhjars,0
hsjaur,0
rupa,0
rupa,0
paru,0
rupa,0
RUPA,0
ratnag,1
TARANG,1
TARANG,1
tarang,1
agnrta,1
nilkhi,1
nikhil,1
NIKHIL,1
nikhil,1
NIKHIL,1
axitd,1
DAXIT,1
atdix,1
daxit,1
DAXIT,1
ARMY,1
ARMY,1
army,1
mayr,1
rmay,1
SURBHI,0
surbhi,0
surbhi,0
isruhb,0
isbruh,0
hetul,1
uehtl,1
hetul,1
hleut,1
teluh,1
eehanrs,0
SHREENA,0
SHREENA,0
nsraeeh,0
SHREENA,0
palav,0
PALAV,0
PALAV,0
vlaap,0
lpava,0
SHYAM,1
hsaym,1
SHYAM,1
SHYAM,1
yamhs,1
DIVYESH,1
divyesh,1
DIVYESH,1
eihsdyv,1
divyesh,1
gopi,0
piog,0
GOPI,0
gopi,0
gopi,0
HARDI,0
HARDI,0
hardi,0
hardi,0
HARDI,0
bhakti,0
ahtbik,0
BHAKTI,0
bhakti,0
kthabi,0
man,1
man,1
amn,1
man,1
MAN,1
mtrei,0
ertmi,0
METRI,0
metri,0
mtrei,0
alka,0
ALKA,0
ALKA,0
aalk,0
aakl,0
njueb,0
JUNEB,0
JUNEB,0
JUNEB,0
JUNEB,0
romil,1
rilom,1
romil,1
romil,1
orilm,1
taink,1
ANKIT,1
ankit,1
iknta,1
